url,clicks,impressions,position,actual_ctr,expected_ctr,ctr_residual,lost_clicks,intent,top_query,queries_seen,has_affiliate_link,word_count,benchmark_covers_position
/home/f/oakville-tick-control-guide-protect-your-family-pets?s=%7Bsearch_term_st,0,26,12.5,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/tick-control-for-dogs-and-kids-what-homeowners-in-the-gta-need,0,5,6.6,0,1.45,-1.45,0,other,,0,PAGE-NOT-ON-DISK,,yes
/home/f/tick-repellent-for-lawns-in-ontario-everything-you-need-to-know,0,98,18.3,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/tick-spray-for-yards-what-works-best-in-ontario-backyards?s=%7Bsearch_te,0,35,28.8,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/top-5-reasons-you-need-buzzskito-for-a-safer-more-enjoyable-yard,0,4,7.8,0,1.09,-1.09,0,other,,0,PAGE-NOT-ON-DISK,,yes
/home/f/top-strategies-for-mosquito-tick-control-in-your-yard,0,28,11.8,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/understanding-the-life-cycle-of-mosquitoes-and-ticks,0,16,20.9,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/understanding-the-threat-ticks-and-mosquitoes,0,30,27.5,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/what%E2%80%99s-the-best-mosquito-spray-for-your-backyard-in-ontario,0,54,17,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/joshua-creek-mosquito-control,0,37,33.2,0,0.35,-0.35,0,other,,0,no,969,no
/lawrence-park-mosquito-control,0,24,18.1,0,0.35,-0.35,0,other,,0,no,944,no
/learn,0,74,56.2,0,0.35,-0.35,0,other,,0,no,346,no
/leslieville-mosquito-control,0,51,28.7,0,0.35,-0.35,0,other,,0,no,962,no
/moore-park-mosquito-control,0,44,27.8,0,0.35,-0.35,0,other,,0,no,989,no
/mosquito-control-cost-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/mosquito-control-diy-vs-professional,0,52,8.7,0,0.83,-0.83,0,other,,0,no,1643,yes
/mosquito-life-cycle,0,126,41.3,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/mount-pleasant-mosquito-control,0,21,18.7,0,0.35,-0.35,0,other,,0,no,933,no
/north-oakville-mosquito-control,0,94,19.8,0,0.35,-0.35,0,other,,0,no,932,no
/oakville-tick-spray-1,0,23,11.5,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/old-oakville-mosquito-control,0,60,21.6,0,0.35,-0.35,0,other,,0,no,962,no
/orchard-mosquito-control,0,22,19.4,0,0.35,-0.35,0,other,,0,no,926,no
/palmer-mosquito-control,0,16,6.6,0,1.45,-1.45,0,other,,0,no,909,yes
/blog/best-mosquito-repellent-device-canada,160,14550,8.4,1.1,1.09,0.01,1,commercial,mosquito repellent machine,778,yes,2770,yes
/blog/best-yellow-jacket-trap-canada,55,4966,8.1,1.108,1.09,0.018,1,commercial,yellow jacket trap,184,yes,3346,yes
/blog/dupray-vs-mcculloch-steamer-canada,33,1549,6.4,2.13,2.08,0.05,1,commercial,dupray neat steam cleaner bed bugs,5,yes,3432,yes
/blog/best-earwig-killer-canada,24,2072,8.3,1.158,1.09,0.068,1,commercial,earwig traps indoor,131,yes,5080,yes
/blog/best-roach-traps-canada,24,2821,9.4,0.851,0.83,0.021,1,commercial,cockroach traps,160,yes,4895,yes
/reviews,13,1137,7.5,1.143,1.09,0.053,1,commercial,buzzskito reviews,2,no,787,yes
/blog/doktor-doom-sleep-tight-review-canada,12,528,5.7,2.273,2.08,0.193,1,commercial,doktor doom bed bug spray reviews,1,yes,3292,yes
/blog/best-bed-bug-fogger-canada,11,895,8.3,1.229,1.09,0.139,1,other,bug bomb canada,71,yes,3542,yes
/blog/when-to-worry-about-a-mosquito-bite,11,2904,10.6,0.379,0.35,0.029,1,other,mosquito bite turned purple,3,no,2699,no
/blog/best-air-purifier-for-dust-mites-canada,10,861,8.3,1.161,1.09,0.071,1,commercial,air purifier for dust mites,57,yes,3210,yes
/blog/west-nile-virus-mississauga-2026,10,598,7.2,1.672,1.45,0.222,1,other,west nile virus mississauga,1,yes,2047,yes
/mosquito-control,10,2436,20.2,0.411,0.35,0.061,1,other,,0,no,974,no
/pest-control-hamilton,7,1840,41,0.38,0.35,0.03,1,other,tick spray service near me,1,no,1755,no
/pest-control-vaughan,7,1844,41.1,0.38,0.35,0.03,1,other,buzzskito,2,no,1747,no
/north-york-tick-spray,5,1053,22.2,0.475,0.35,0.125,1,other,,0,no,1012,no
/blog/best-gazebo-with-mosquito-net-canada,4,961,9.5,0.416,0.35,0.066,1,commercial,best gazebo for canadian winter,27,yes,3610,yes
/blog/biogents-bg-mosquitaire-mosquito-trap-canada,4,202,7.4,1.98,1.45,0.53,1,commercial,"bg-home" mosquito trap study,24,yes,3209,yes
/blog/west-nile-virus-toronto-2026,4,237,6.9,1.688,1.45,0.238,1,other,toronto virus 2026,1,yes,1662,yes
/blog/zappbug-oven-2-review-canada,4,315,7.8,1.27,1.09,0.18,1,other,,0,yes,4196,yes
/daycare-camp-mosquito-tick-control,4,278,8,1.439,1.09,0.349,1,other,,0,no,1423,yes
/blog/does-standing-water-attract-mosquitoes,3,646,9.6,0.464,0.35,0.114,1,other,,0,yes,2605,yes
/blog/thermal-vs-ulv-fogger-canada,3,192,7.8,1.563,1.09,0.472,1,other,,0,yes,3267,yes
/pest-product-guides/mosquito-gear,3,626,13.5,0.479,0.35,0.129,1,commercial,best mosquito repellent device canada,1,no,1826,no
/wedding-mosquito-control,3,117,5.6,2.564,2.08,0.484,1,other,,0,no,1170,yes
/ajax-mosquito-control,2,327,25.3,0.612,0.35,0.262,1,commercial,ajax ontario,5,no,987,no
/blog/best-atv-sprayer-for-tick-yard-canada,2,240,9.5,0.833,0.35,0.483,1,commercial,atv sprayer,22,yes,3613,yes
/blog/best-ozone-generator-canada,2,302,12.4,0.662,0.35,0.312,1,commercial,ozone generator,42,PAGE-NOT-ON-DISK,,no
/blog/best-upholstery-steam-cleaner-canada,2,272,11.5,0.735,0.35,0.385,1,commercial,steam cleaners for upholstery,49,yes,3195,no
/blog/best-wasp-killer-canada,2,28,5.1,7.143,2.74,4.403,1,commercial,best wasp killer canada,4,yes,3276,yes
/blog/fix-standing-water-yard-mosquitoes-canada,2,70,7.4,2.857,1.45,1.407,1,other,,0,yes,3330,yes
/blog/how-to-remove-tick-safely,2,230,28.4,0.87,0.35,0.52,1,question,how to remove,1,yes,1154,no
/blog/spring-tick-season-ontario,2,247,10.6,0.81,0.35,0.46,1,other,,0,no,1925,no
/blog/tick-bite-on-dog-symptoms,2,389,21.7,0.514,0.35,0.164,1,other,,0,yes,1587,no
/f/tick-control-services-in-mississauga-%E2%80%93-protect-your-family,2,280,10.5,0.714,0.35,0.364,1,other,buzzskito,2,PAGE-NOT-ON-DISK,,yes
/high-park-mosquito-control,2,172,13.4,1.163,0.35,0.813,1,other,,0,no,975,no
/scarborough-mosquito-control,2,254,19.2,0.787,0.35,0.437,1,other,,0,no,1681,no
/blog/bed-bug-equipment-kit-for-landlords-canada,1,37,10.8,2.703,0.35,2.353,1,commercial,bed bug kit,4,yes,2911,no
/blog/best-whole-room-bed-bug-heater-canada,1,123,22.7,0.813,0.35,0.463,1,other,bed bug heater canada,19,yes,3828,no
/blog/desiccant-vs-compressor-dehumidifier-canada,1,81,11.6,1.235,0.35,0.885,1,other,,0,yes,2787,no
/blog/laser-mosquito-killer-is-photon-matrix-real-,1,1,1,100,5.69,94.31,1,other,,0,PAGE-NOT-ON-DISK,,no
/bram-west-mosquito-control,1,38,27.6,2.632,0.35,2.282,1,other,,0,no,959,no
/caledon-east-mosquito-control,1,34,12.9,2.941,0.35,2.591,1,other,,0,no,980,no
/credit-valley-mosquito-control,1,15,9.7,6.667,0.35,6.317,1,other,,0,no,958,yes
/dundas-mosquito-control,1,56,14.6,1.786,0.35,1.436,1,other,,0,no,1036,no
/hamilton-tick-spray-1,1,32,15.3,3.125,0.35,2.775,1,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/backyard-mosquito-spray-that-actually-works-in-ontario,1,120,12.8,0.833,0.35,0.483,1,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/mosquito-control-in-oakville-%E2%80%93-what-works,1,49,11.4,2.041,0.35,1.691,1,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/why-mosquitoes-love-mississauga,1,41,8.7,2.439,0.83,1.609,1,other,,0,PAGE-NOT-ON-DISK,,yes
/leaside-mosquito-control,1,42,62.7,2.381,0.35,2.031,1,other,buzzskito,1,no,909,no
/same-day-mosquito-control,1,3,6.3,33.333,2.08,31.253,1,other,,0,PAGE-NOT-ON-DISK,,yes
/terms,1,83,16.8,1.205,0.35,0.855,1,other,,0,no,979,no
/waterdown-mosquito-control,1,66,11.2,1.515,0.35,1.165,1,other,,0,no,950,no
https://www.buzzskito.ca/blog/tick-prevention-yard-ontario-safe-for-kids,1,12,6.3,8.333,2.08,6.253,1,other,,0,PAGE-NOT-ON-DISK,,yes
https://www.buzzskito.ca/halton-hills-tick-spray,1,18,20.8,5.556,0.35,5.206,1,other,,0,PAGE-NOT-ON-DISK,,no
https://www.buzzskito.ca/how-it-works,1,31,11.9,3.226,0.35,2.876,1,other,,0,PAGE-NOT-ON-DISK,,no
https://www.buzzskito.ca/vaughan-mosquito-control,1,27,7.3,3.704,1.45,2.254,1,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/best-flea-spray-for-home-canada,37,3219,8.3,1.149,1.09,0.059,2,commercial,best flea treatments for cats,252,yes,4942,yes
/brampton-mosquito-control,19,1204,6.6,1.578,1.45,0.128,2,other,mosquito control brampton,6,no,3003,yes
/blog/best-raccoon-live-trap-canada,18,1896,8.7,0.949,0.83,0.119,2,other,raccoon trap,122,yes,3518,yes
/blog/how-to-get-rid-of-cluster-flies-canada,18,1447,8.1,1.244,1.09,0.154,2,question,how to get rid of cluster flies,4,yes,3688,yes
/blog/what-does-tick-look-like-on-dog,12,2781,10.4,0.431,0.35,0.081,2,question,what do ticks look like on dogs skin,3,yes,1630,yes
/lyme-disease-risk-calculator,11,653,6.7,1.685,1.45,0.235,2,other,ticks in the gta,1,no,1350,yes
/blog/best-bed-bug-spray-for-travel-canada,10,540,6.8,1.852,1.45,0.402,2,commercial,bed bug spray for travel,40,yes,3495,yes
/pest-control-toronto,9,2083,31.2,0.432,0.35,0.082,2,other,mosquito control toronto,2,no,1764,no
/blog/how-to-get-rid-of-ants-canada,8,1604,12.2,0.499,0.35,0.149,2,other,,0,yes,6484,no
/blog/best-raccoon-proof-roof-vent-covers-canada,7,317,7.1,2.208,1.45,0.758,2,commercial,gable vent canadian tire,10,yes,3347,yes
/blog/patio-misting-system-canada,7,360,6.6,1.944,1.45,0.494,2,other,,0,yes,3009,yes
/blog/best-patio-heater-canada,6,247,6.9,2.429,1.45,0.979,2,commercial,best patio heater canada,26,yes,3022,yes
/blog/best-pest-control-equipment-canada,6,424,8.6,1.415,0.83,0.585,2,commercial,what are the best value pest control kits for treating an entire home?,33,yes,3544,yes
/blog/how-to-keep-spiders-out-of-your-house,5,819,10.4,0.611,0.35,0.261,2,other,,0,yes,3728,yes
/blog/tick-bite-symptoms-what-to-do-ontario,5,732,14,0.683,0.35,0.333,2,other,,0,yes,1663,no
/blog/packtite-closet-review-canada,4,102,6.3,3.922,2.08,1.842,2,other,,0,yes,3472,yes
/burlington-mosquito-spray,4,607,13.1,0.659,0.35,0.309,2,other,,0,no,2862,no
/pool-backyard-mosquito-control,4,628,12.4,0.637,0.35,0.287,2,other,,0,no,1430,no
/richmond-hill-mosquito-control,4,544,13.4,0.735,0.35,0.385,2,other,mosquito control near me,2,no,1360,no
/best-mosquito-control-companies-etobicoke,3,234,31.8,1.282,0.35,0.932,2,commercial,mosquito control toronto,17,no,939,no
/blog/best-crawl-space-dehumidifier-canada,3,380,12.5,0.789,0.35,0.439,2,commercial,crawl space dehumidifier,18,yes,3316,no
/blog/best-squirrel-proof-bird-feeder-canada,3,392,13.4,0.765,0.35,0.415,2,commercial,squirrel proof bird feeder,32,yes,3183,no
/blog/best-steam-mop-for-hardwood-floors-canada,3,264,11,1.136,0.35,0.786,2,commercial,best steam mop for hardwood floors,32,yes,3328,no
/blog/best-whole-house-dehumidifier-canada,3,246,12.9,1.22,0.35,0.87,2,commercial,whole house dehumidifier,25,yes,3139,no
/blog/brush-cutter-for-overgrown-yard-canada,3,179,9,1.676,0.83,0.846,2,commercial,brush cutting,11,yes,3253,yes
/blog/heat-vs-chemical-bed-bug-treatment-canada,3,383,9.7,0.783,0.35,0.433,2,other,,0,yes,3908,yes
/blog/how-to-do-a-tick-check,3,84,7.4,3.571,1.45,2.121,2,other,,0,yes,1907,yes
/blog/how-to-get-rid-of-bed-bugs-in-couch-canada,3,405,10.9,0.741,0.35,0.391,2,question,how to get rid of bed bugs in sofa,1,yes,3576,no
/blog/packtite-vs-zappbug-canada,3,67,8.8,4.478,0.83,3.648,2,other,,0,yes,3720,yes
/home/f/the-best-mosquito-spray-for-yards-in-ontario-what-actually-works,3,311,16.4,0.965,0.35,0.615,2,other,buzzskito,2,PAGE-NOT-ON-DISK,,no
/king-city-mosquito-control,3,396,21.7,0.758,0.35,0.408,2,other,,0,no,1091,no
/ancaster-mosquito-control,2,123,36.9,1.626,0.35,1.276,2,other,mosquito spray hamilton,6,no,1014,no
/blog/hardtop-vs-soft-top-mosquito-gazebo-canada,2,18,14.5,11.111,0.35,10.761,2,other,,0,yes,3102,no
/blog/how-to-choose-mosquito-control-company-gta,2,95,13.9,2.105,0.35,1.755,2,other,,0,no,1219,no
/flamborough-mosquito-control,2,84,36,2.381,0.35,2.031,2,other,,0,no,968,no
/hamilton-protection,2,10,6.1,20,2.08,17.92,2,other,,0,PAGE-NOT-ON-DISK,,yes
/home/f/mosquito-control-in-etobicoke-%E2%80%93-2025-guide,2,26,6.8,7.692,1.45,6.242,2,other,,0,PAGE-NOT-ON-DISK,,yes
/stoney-creek-mosquito-control,2,108,20.6,1.852,0.35,1.502,2,other,,0,no,1012,no
/blog/best-bed-bug-powder-canada,31,1348,6.4,2.3,2.08,0.22,3,commercial,cimexa canada,106,yes,3237,yes
/blog/how-to-get-rid-of-earwigs-canada,13,1183,9,1.099,0.83,0.269,3,other,earwigs,3,yes,5863,yes
/blog/tick-head-stuck-in-skin,12,2695,12.7,0.445,0.35,0.095,3,other,tick head stuck in skin,2,yes,2432,no
/blog/vapamore-mr100-steamer-review-canada,8,365,6.5,2.192,1.45,0.742,3,commercial,vapamore,1,yes,3631,yes
/learn/how-to-combat-mosquitoes,8,1355,21.5,0.59,0.35,0.24,3,other,ontario mosquito control,3,no,1130,no
/burlington-tick-spray,7,1142,10.3,0.613,0.35,0.263,3,other,buzzskito,1,no,1611,yes
/mosquito-control-near-me,7,1266,18.7,0.553,0.35,0.203,3,commercial,mosquito and tick control near me,3,no,1012,no
/mosquito-tick-control-glossary,7,1024,10.1,0.684,0.35,0.334,3,other,,0,no,2273,yes
/pest-control-richmond-hill,7,1173,27.8,0.597,0.35,0.247,3,other,buzzskito,2,no,1763,no
/blog/american-dog-tick-canada,6,379,8.8,1.583,0.83,0.753,3,other,american dog tick,31,yes,1685,yes
https://www.buzzskito.ca/blog/tick-control-ancaster-dundas-hamilton,6,139,5.7,4.317,2.08,2.237,3,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/blacklegged-deer-tick-ontario,5,700,13.3,0.714,0.35,0.364,3,commercial,deer tick,110,yes,2042,no
/caledon-mosquito-control,5,535,14.1,0.935,0.35,0.585,3,other,,0,no,1071,no
/pest-control-gta,5,638,13.8,0.784,0.35,0.434,3,other,buzzskito,1,no,1347,no
/blog/raccoon-proof-chimney-cap-canada,4,85,9.2,4.706,0.83,3.876,3,other,,0,yes,3359,yes
/halton-hills-tick-spray,4,233,16.4,1.717,0.35,1.367,3,other,,0,no,1044,no
/how-it-works,4,377,18.7,1.061,0.35,0.711,3,other,spray for mosquitoes,1,no,805,no
/pest-product-guides/tick-gear,4,266,13,1.504,0.35,1.154,3,other,,0,no,1516,no
/blog/mosquito-net-canada,24,5826,10.4,0.412,0.35,0.062,4,other,mosquito nets,4,PAGE-NOT-ON-DISK,,yes
/blog/best-hepa-vacuum-for-bed-bugs-and-fleas-canada,16,440,5.4,3.636,2.74,0.896,4,commercial,best vacuum for bed bugs,18,yes,3691,yes
/blog/mosquito-coils-canada,16,3410,10.7,0.469,0.35,0.119,4,commercial,canadian tire mosquito coils,2,yes,2185,no
/blog/how-to-get-rid-of-drain-flies-canada,12,2191,11.2,0.548,0.35,0.198,4,other,,0,yes,3686,no
/blog/thermalstrike-ranger-review-canada,12,388,5.9,3.093,2.08,1.013,4,other,thermal strike ranger,4,yes,3773,yes
/blog/best-gas-backpack-fogger-canada,11,602,7.9,1.827,1.09,0.737,4,other,mist blower,46,yes,3390,yes
/blog/how-to-get-rid-of-carpenter-bees-canada,11,844,9.2,1.303,0.83,0.473,4,other,carpenter bee insecticide canada,1,yes,4189,yes
/blog/how-to-get-rid-of-boxelder-bugs-canada,10,1618,10.7,0.618,0.35,0.268,4,other,boxelder bug nymph how to get rid of,1,yes,6208,no
/blog/how-to-get-rid-of-mosquitoes-in-the-house,9,1362,11.2,0.661,0.35,0.311,4,question,how to get rid of mosquitoes inside the house fast,2,no,3054,no
/best-mosquito-control-companies-mississauga,6,641,10.2,0.936,0.35,0.586,4,other,mosquito control mississauga,47,no,1037,yes
/blog/mosquito-tick-control-stoney-creek,6,558,17.1,1.075,0.35,0.725,4,other,,0,no,1461,no
/pest-product-guides,6,525,23.3,1.143,0.35,0.793,4,other,,0,no,2135,no
/blog/best-deer-fence-for-gardens-canada,5,325,16.4,1.538,0.35,1.188,4,commercial,deer fence canada,12,yes,3485,no
/blog/steamer-vs-heater-for-bed-bugs-canada,5,298,9.5,1.678,0.35,1.328,4,commercial,bed bug steamer canadian tire,2,yes,3542,yes
/burlington-protection,5,43,5.5,11.628,2.08,9.548,4,other,mosquito control burlington,2,PAGE-NOT-ON-DISK,,yes
/mississauga-tick-spray,32,2444,7.7,1.309,1.09,0.219,5,other,ticks in mississauga,4,no,2165,yes
/blog/dupray-steamer-review-canada,28,1602,7.3,1.748,1.45,0.298,5,commercial,best steam cleaner for bed bugs canada,6,yes,3463,yes
/blog/best-flea-bomb-canada,26,1895,8.3,1.372,1.09,0.282,5,other,flea bomb,156,yes,5471,yes
/blog/mosquito-tick-control-hamilton-burlington,19,1710,8.8,1.111,0.83,0.281,5,other,ticks burlington ontario,1,no,1101,yes
/blog/best-mosquito-trap-for-acreage-canada,12,495,7.2,2.424,1.45,0.974,5,commercial,acreage mosquito control,54,yes,3366,yes
/blog/best-air-purifier-for-pet-dander-canada,8,928,10.2,0.862,0.35,0.512,5,commercial,best air purifiers for pets,95,PAGE-NOT-ON-DISK,,yes
/blog/mosquito-screens-patio-canada,7,510,9.7,1.373,0.35,1.023,5,other,,0,yes,2458,yes
/blog/pergola-mosquito-curtains-canada,6,74,7.5,8.108,1.09,7.018,5,other,mosquito curtains canada,2,yes,3459,yes
/blog/propane-mosquito-trap-canada,6,398,10.2,1.508,0.35,1.158,5,other,mosquito gas trap,1,yes,3199,yes
/caledon-tick-spray,6,355,21.6,1.69,0.35,1.34,5,other,,0,no,1016,no
/blog/bed-bug-stains-poop-droppings-canada,81,6918,7.7,1.171,1.09,0.081,6,other,bed bug poop,436,yes,4253,yes
/blog/types-of-ticks-identification,22,4579,12.9,0.48,0.35,0.13,6,question,what type of tick is this,2,yes,2433,no
/vaughan-mosquito-control,14,2248,11.7,0.623,0.35,0.273,6,other,mosquito control vaughan,6,no,2582,no
/blog/misting-fan-canada,13,686,8.4,1.895,1.09,0.805,6,commercial,best outdoor misting fans,2,yes,3149,yes
/blog/how-to-get-rid-of-rats-canada,10,1063,12.2,0.941,0.35,0.591,6,other,,0,yes,4140,no
/blog/bug-protective-clothing-canada,8,702,10,1.14,0.35,0.79,6,commercial,mosquito jacket canadian tire,49,yes,3098,yes
/ticks-in-ontario-statistics,114,9780,7.8,1.166,1.09,0.076,7,other,worst areas for ticks in ontario,17,no,3017,yes
/blog/motion-activated-sprinkler-canada,74,4626,7,1.6,1.45,0.15,7,commercial,motion activated sprinkler,12,yes,3356,yes
/blog/best-hepa-vacuum-for-allergies-canada,16,1086,8.8,1.473,0.83,0.643,7,commercial,best hepa vacuum,86,PAGE-NOT-ON-DISK,,yes
/blog/best-centipede-killer-canada,13,1767,10.6,0.736,0.35,0.386,7,commercial,centipede killer,136,yes,4773,no
/blog/bed-bug-heat-treatment-diy-canada,11,1048,13.4,1.05,0.35,0.7,7,other,bed bug heat treatment,59,yes,3890,no
/markham-mosquito-control,10,715,14.7,1.399,0.35,1.049,7,other,mosquito truck spray,1,no,1506,no
/blog/bed-bug-mattress-encasement-canada,49,4931,8.8,0.994,0.83,0.164,8,other,bed bug mattress encasement,327,yes,3245,yes
/mississauga-mosquito-control,34,3076,8.8,1.105,0.83,0.275,8,other,mosquito control mississauga,6,no,3943,yes
/blog/how-to-get-rid-of-cockroaches-canada,23,4420,11.1,0.52,0.35,0.17,8,commercial,how to get rid of german cockroaches canada,4,yes,4589,no
/toronto-tick-spray,18,2944,10.2,0.611,0.35,0.261,8,other,ok,2,no,2334,yes
/mosquito-control-ontario,16,2327,31.5,0.688,0.35,0.338,8,other,buzzskito,1,no,1110,no
/blog/ecoraider-bed-bug-spray-review-canada,14,271,6.3,5.166,2.08,3.086,8,commercial,ecoraider bed bug killer spray,2,yes,4233,yes
/blog/best-battery-backpack-sprayer-canada,13,641,8.9,2.028,0.83,1.198,8,commercial,battery backpack sprayer,50,yes,3533,yes
/blog/best-sump-pump-for-basement-canada,13,636,8.8,2.044,0.83,1.214,8,commercial,best sump pump canada,42,yes,3612,yes
/blog/lyme-disease-cases-mississauga-oakville-2026,13,351,7.2,3.704,1.45,2.254,8,other,in 2026,1,no,2837,yes
/blog/when-to-schedule-first-mosquito-treatment-ontario,13,1535,9.5,0.847,0.35,0.497,8,commercial,ontario mosquito control,3,no,1220,yes
/am-i-a-mosquito-magnet,12,457,9,2.626,0.83,1.796,8,other,i'm a mosquito magnet,27,no,1045,yes
/blog/best-indoor-fly-mosquito-trap-canada,45,2451,6.7,1.836,1.45,0.386,9,commercial,indoor mosquito trap,225,yes,1997,yes
/blog/how-to-get-rid-of-mosquitoes-in-yard-ontario,19,2970,16.8,0.64,0.35,0.29,9,question,how to get rid of mosquitoes at home in canada,4,yes,1762,no
/etobicoke-tick-spray,12,825,14.4,1.455,0.35,1.105,9,other,,0,no,913,no
/home/f/tick-repellent-that-actually-works-in-ontario-yards-2025-update,12,864,10,1.389,0.35,1.039,9,other,company to spray for ticks,2,PAGE-NOT-ON-DISK,,yes
/vaughan-tick-spray,12,746,13,1.609,0.35,1.259,9,other,,0,no,1475,no
/blog/best-ulv-cold-fogger-canada,11,569,10.8,1.933,0.35,1.583,9,other,ulv fogger,57,yes,3334,no
/blog/best-bed-bug-luggage-heater-canada,10,359,10,2.786,0.35,2.436,9,commercial,bed bug heater canada,25,yes,3702,yes
/mosquito-control-cost,157,7052,6.4,2.226,2.08,0.146,10,other,mosquito buzz cost,22,no,1859,yes
/blog/tick-prevention-caledon-halton-hills,43,2272,7.3,1.893,1.45,0.443,10,other,ticks in halton region,1,no,1124,yes
/blog/cimexa-bed-bug-review-canada,32,1538,6.6,2.081,1.45,0.631,10,commercial,cimexa,6,yes,3648,yes
/blog/best-dehumidifier-for-cold-garage-canada,17,612,8.4,2.778,1.09,1.688,10,commercial,garage dehumidifier,50,yes,3225,yes
/tick-control-ontario,16,1754,20.3,0.912,0.35,0.562,10,other,buzzskito,2,no,1295,no
/mosquito-control-pricing,15,1306,10.6,1.149,0.35,0.799,10,other,,0,no,1289,no
/blog/black-flies-mississauga-toronto-gta-2026,40,2704,7.6,1.479,1.09,0.389,11,other,black fly season ontario 2026,53,yes,2714,yes
/blog/best-thermal-fogger-canada,25,946,7.2,2.643,1.45,1.193,11,commercial,thermal fogger,130,yes,3357,yes
/oakville-mosquito-control,25,1700,9.2,1.471,0.83,0.641,11,other,oakville mosquito control,3,no,4027,yes
/blog/best-mouse-trap-canada,18,1978,10.2,0.91,0.35,0.56,11,commercial,best mouse trap,156,yes,3033,yes
/hamilton-mosquito-control,17,1621,10.3,1.049,0.35,0.699,11,commercial,mosquito control hamilton,4,no,2879,yes
/blog/rat-poison-canada-what-is-legal,118,5084,6.1,2.321,2.08,0.241,12,commercial,best mouse poison in canada,14,yes,2570,yes
/blog/bed-bugs-on-the-ttc-toronto,38,1245,6.4,3.052,2.08,0.972,12,other,ttc bed bugs,21,yes,3756,yes
/blog/how-to-get-rid-of-carpet-beetles-canada,19,1926,10.3,0.987,0.35,0.637,12,other,carpet beetles,2,yes,4613,yes
/blog/how-to-keep-ticks-out-of-yard-ontario,19,1979,10.3,0.96,0.35,0.61,12,other,canadian shield land,2,yes,1323,yes
/halton-hills-mosquito-control,15,931,11.7,1.611,0.35,1.261,12,other,buzzskito,5,no,1084,no
/blog/best-spider-spray-canada,57,3039,7.2,1.876,1.45,0.426,13,commercial,spider spray,265,yes,3773,yes
/blog/black-flag-electric-fogger-review-canada,27,976,7.3,2.766,1.45,1.316,13,commercial,black flag fogging insecticide canada,72,yes,3170,yes
/blog/how-to-get-rid-of-voles-canada,17,1003,9.5,1.695,0.35,1.345,13,other,voles,6,yes,4951,yes
/oakville-tick-spray,17,1235,9.6,1.377,0.35,1.027,13,other,tick spray company,1,no,1926,yes
/blog/carpenter-ants-canada,24,2845,11.9,0.844,0.35,0.494,14,other,carpenter ant bait,1,yes,6031,no
/blog/best-bed-bug-detector-canada,23,1037,9.3,2.218,0.83,1.388,14,commercial,bed bug detector,74,yes,3722,yes
/blog/tick-season-mississauga-when-are-ticks-active,65,2408,6,2.699,2.08,0.619,15,other,ticks in mississauga,4,no,1870,yes
/blog/best-electric-fence-for-raccoons-canada,29,1330,7.7,2.18,1.09,1.09,15,commercial,electric fence for raccoons,35,yes,3409,yes
/blog/tick-control-ancaster-dundas-hamilton,19,1014,10.8,1.874,0.35,1.524,15,other,,0,no,1678,no
/pest-product-guides/bed-bug-control,51,2435,6.7,2.094,1.45,0.644,16,commercial,temprid fx canada,12,no,2239,yes
/blog/tick-season-burlington-when-are-ticks-active,53,1319,4.8,4.018,2.74,1.278,17,other,ticks in burlington ontario,4,yes,2275,yes
/blog/best-ant-traps-canada,31,4127,9.5,0.751,0.35,0.401,17,commercial,ant traps,389,yes,5808,yes
/toronto-mosquito-control,45,7626,14.4,0.59,0.35,0.24,18,commercial,mosquito control toronto,12,no,4523,no
/blog/best-solar-bug-zapper-canada,44,2372,7.7,1.855,1.09,0.765,18,commercial,solar bug zapper,181,yes,2586,yes
/blog/best-ant-killer-canada,33,4280,10.7,0.771,0.35,0.421,18,commercial,ant killer,479,PAGE-NOT-ON-DISK,,no
/blog/best-rodent-repellent-for-cars-canada,62,3911,7.5,1.585,1.09,0.495,19,commercial,rodent repellent for cars,248,yes,4012,yes
/best-mosquito-control-companies-toronto,32,3797,11,0.843,0.35,0.493,19,commercial,mosquito control toronto,143,no,1469,no
/blog/tick-hot-spots-oakville-burlington-2026,32,876,7,3.653,1.45,2.203,19,other,ticks in oakville,1,no,2358,yes
/blog/best-tick-control-yard-treatment,97,7095,8.1,1.367,1.09,0.277,20,commercial,tick control,437,yes,1158,yes
